11/23/18 12:26,25.17661263,39,98
11/23/18 12:31,24.82359636,34,95
11/23/18 12:36,25.17661263,38,96
11/23/18 12:41,25.53048814,35,96
11/23/18 12:46,26.24100475,32,96
11/23/18 12:51,26.24100475,31,95
11/23/18 12:56,26.24100475,34,94
11/23/18 13:01,26.24100475,38,94
11/23/18 13:06,25.88526974,40,93
11/23/18 13:11,25.53048814,43,92
11/23/18 13:16,25.53048814,47,92
11/23/18 13:21,25.53048814,46,91
11/23/18 13:26,25.53048814,47,91
11/23/18 13:31,25.53048814,47,90
11/23/18 13:36,25.53048814,50,90
11/23/18 13:41,25.17661263,46,89
11/23/18 13:46,25.17661263,46,89
11/23/18 13:51,25.17661263,44,88
11/23/18 13:56,25.17661263,43,88
11/23/18 14:01,25.17661263,41,86
11/23/18 14:06,25.17661263,38,86
11/23/18 14:11,25.17661263,38,86
11/23/18 14:16,25.17661263,33,85
11/23/18 14:21,25.17661263,30,85
11/23/18 14:26,25.53048814,29,84
11/23/18 14:31,25.88526974,25,84
11/23/18 14:36,26.24100475,24,83
11/23/18 14:41,26.24100475,25,83
11/23/18 14:46,26.59774103,26,83
11/23/18 14:51,26.24100475,30,82
11/23/18 14:56,26.24100475,32,82
11/23/18 15:01,26.24100475,33,81
11/23/18 15:06,26.24100475,39,81
11/23/18 15:11,26.24100475,37,80
11/23/18 15:16,26.24100475,41,80
11/23/18 15:21,26.24100475,43,80
11/23/18 15:26,26.24100475,44,79
11/23/18 15:31,26.24100475,44,79
11/23/18 15:36,26.24100475,35,79
11/23/18 15:41,26.24100475,36,79
11/23/18 15:46,26.24100475,44,79
11/23/18 15:51,26.59774103,51,79
11/23/18 15:56,26.95552698,58,79
11/23/18 16:01,26.95552698,72,79
11/23/18 16:06,26.95552698,86,79
11/23/18 16:11,26.95552698,98,78
11/23/18 16:16,26.59774103,108,78
11/23/18 16:21,26.59774103,118,78
11/23/18 16:26,26.59774103,125,78
11/23/18 16:31,26.24100475,131,77
11/23/18 16:36,26.24100475,138,76
11/23/18 16:41,26.24100475,144,75
11/23/18 16:46,26.24100475,147,37
11/23/18 16:51,26.24100475,148,36
11/23/18 16:56,26.24100475,146,37
11/23/18 17:01,25.88526974,147,35
11/23/18 17:06,25.88526974,144,33
11/23/18 17:11,25.53048814,146,37
11/23/18 17:16,25.53048814,144,36
11/23/18 17:21,25.53048814,145,37
11/23/18 17:26,25.17661263,150,36
11/23/18 17:31,25.17661263,145,36
11/23/18 17:36,25.53048814,147,35
11/23/18 17:41,25.53048814,59,35
11/23/18 17:46,25.53048814,59,36
11/23/18 17:51,25.53048814,58,39
11/23/18 17:56,25.53048814,57,39
11/23/18 18:01,25.53048814,56,39
11/23/18 18:06,25.53048814,56,39
11/23/18 18:11,25.53048814,56,40
11/23/18 18:16,25.53048814,60,39
11/23/18 18:21,25.53048814,58,39
11/23/18 18:26,25.53048814,58,31
11/23/18 18:31,25.17661263,59,22
11/23/18 18:36,25.53048814,59,22
